cms_entity_name,feature_year_t,target_year_t1,claims,beneficiaries,spending,avg_spending_per_claim,avg_spending_per_beneficiary,manufacturer_count,claims_lag_1,claims_growth_yoy,beneficiaries_lag_1,beneficiary_growth_yoy,spending_lag_1,spending_growth_yoy,avg_spending_per_claim_growth,years_observed_before_t,claims_rolling_mean_2y,claims_rolling_std_2y,spending_rolling_mean_2y,is_first_observation_year,prior_shortage_count,ever_shortage_before_t,years_since_last_shortage,therapeutic_category,is_single_manufacturer,mapping_status,primary_rxcui,shortage_next_year
CIMETIDINE,2020,2021,772735.0,686335.0,36704944.8,47.5,53.48,1.0,744115.0,0.0385,660915.0,0.0385,35345502.4,0.0385,0.0,2,758425.0,20237.4,36025223.6,0,0,0,-1,Unclassified / General,1,unique,2541,0
CIMETIDINE,2021,2022,801355.0,711755.0,38064387.2,47.5,53.48,1.0,772735.0,0.037,686335.0,0.037,36704944.8,0.037,0.0,3,787045.0,20237.4,37384666.0,0,0,0,-1,Unclassified / General,1,unique,2541,0
CIMETIDINE,2022,2023,829975.0,737175.0,39423829.6,47.5,53.48,1.0,801355.0,0.0357,711755.0,0.0357,38064387.2,0.0357,0.0,4,815665.0,20237.4,38744108.4,0,0,0,-1,Unclassified / General,1,unique,2541,0
CIMETIDINE,2023,2024,858595.0,762595.0,40783272.0,47.5,53.48,1.0,829975.0,0.0345,737175.0,0.0345,39423829.6,0.0345,0.0,5,844285.0,20237.4,40103550.8,0,0,0,-1,Unclassified / General,1,unique,2541,0
PROCHLORPERAZINE,2018,2019,4623961.0,543961.0,57799512.5,12.5,106.26,2.0,4623961.0,0.0,543961.0,0.0,57799512.5,0.0,0.0,0,4623961.0,0.0,57799512.5,1,0,0,-1,Unclassified / General,0,unique,8704,0
PROCHLORPERAZINE,2019,2020,4808919.0,565719.0,60111493.0,12.5,106.26,2.0,4623961.0,0.04,543961.0,0.04,57799512.5,0.04,0.0,1,4716440.0,130785.06,58955502.75,0,0,0,-1,Unclassified / General,0,unique,8704,0
PROCHLORPERAZINE,2020,2021,4993877.0,587477.0,62423473.5,12.5,106.26,2.0,4808919.0,0.0385,565719.0,0.0385,60111493.0,0.0385,0.0,2,4901398.0,130785.06,61267483.25,0,0,0,-1,Unclassified / General,0,unique,8704,0
PROCHLORPERAZINE,2021,2022,5178836.0,609236.0,64735454.0,12.5,106.26,2.0,4993877.0,0.037,587477.0,0.037,62423473.5,0.037,0.0,3,5086356.5,130785.76,63579463.75,0,0,0,-1,Unclassified / General,0,unique,8704,0
PROCHLORPERAZINE,2022,2023,5363794.0,630994.0,67047434.5,12.5,106.26,2.0,5178836.0,0.0357,609236.0,0.0357,64735454.0,0.0357,0.0,4,5271315.0,130785.06,65891444.25,0,0,0,-1,Unclassified / General,0,unique,8704,0
PROCHLORPERAZINE,2023,2024,5548753.0,652753.0,69359415.0,12.5,106.26,2.0,5363794.0,0.0345,630994.0,0.0345,67047434.5,0.0345,0.0,5,5456273.5,130785.76,68203424.75,0,0,0,-1,Unclassified / General,0,unique,8704,0
PROMETHAZINE,2018,2019,4480717.0,400717.0,82893264.5,18.5,206.86,6.0,4480717.0,0.0,400717.0,0.0,82893264.5,0.0,0.0,0,4480717.0,0.0,82893264.5,1,0,0,-1,Analgesia/Addiction,0,unique,8745,0
PROMETHAZINE,2019,2020,4659945.0,416745.0,86208995.08,18.5,206.86,6.0,4480717.0,0.04,400717.0,0.04,82893264.5,0.04,0.0,1,4570331.0,126733.33,84551129.79,0,0,0,-1,Analgesia/Addiction,0,unique,8745,0
PROMETHAZINE,2020,2021,4839174.0,432774.0,89524725.66,18.5,206.86,6.0,4659945.0,0.0385,416745.0,0.0385,86208995.08,0.0385,0.0,2,4749559.5,126734.04,87866860.37,0,0,0,-1,Analgesia/Addiction,0,unique,8745,0
PROMETHAZINE,2021,2022,5018403.0,448803.0,92840456.24,18.5,206.86,6.0,4839174.0,0.037,432774.0,0.037,89524725.66,0.037,0.0,3,4928788.5,126734.04,91182590.95,0,0,0,-1,Analgesia/Addiction,0,unique,8745,0
PROMETHAZINE,2022,2023,5197631.0,464831.0,96156186.82,18.5,206.86,6.0,5018403.0,0.0357,448803.0,0.0357,92840456.24,0.0357,0.0,4,5108017.0,126733.33,94498321.53,0,0,0,-1,Analgesia/Addiction,0,unique,8745,1
PROMETHAZINE,2023,2024,5376860.0,480860.0,99471917.4,18.5,206.86,6.0,5197631.0,0.0345,464831.0,0.0345,96156186.82,0.0345,0.0,5,5287245.5,126734.04,97814052.11,0,10,1,0,Analgesia/Addiction,0,unique,8745,0
PALONOSETRON,2018,2019,1967291.0,887291.0,83609867.5,42.5,94.23,4.0,1967291.0,0.0,887291.0,0.0,83609867.5,0.0,0.0,0,1967291.0,0.0,83609867.5,1,0,0,-1,Gastroenterology,0,unique,70561,0
PALONOSETRON,2019,2020,2045982.0,922782.0,86954262.2,42.5,94.23,4.0,1967291.0,0.04,887291.0,0.04,83609867.5,0.04,0.0,1,2006636.5,55642.94,85282064.85,0,0,0,-1,Gastroenterology,0,unique,70561,0
PALONOSETRON,2020,2021,2124674.0,958274.0,90298656.9,42.5,94.23,4.0,2045982.0,0.0385,922782.0,0.0385,86954262.2,0.0385,0.0,2,2085328.0,55643.65,88626459.55,0,0,0,-1,Gastroenterology,0,unique,70561,0
PALONOSETRON,2021,2022,2203365.0,993765.0,93643051.6,42.5,94.23,4.0,2124674.0,0.037,958274.0,0.037,90298656.9,0.037,0.0,3,2164019.5,55642.94,91970854.25,0,0,0,-1,Gastroenterology,0,unique,70561,0
PALONOSETRON,2022,2023,2282057.0,1029257.0,96987446.3,42.5,94.23,4.0,2203365.0,0.0357,993765.0,0.0357,93643051.6,0.0357,0.0,4,2242711.0,55643.65,95315248.95,0,0,0,-1,Gastroenterology,0,unique,70561,0
PALONOSETRON,2023,2024,2360749.0,1064749.0,100331841.0,42.5,94.23,4.0,2282057.0,0.0345,1029257.0,0.0345,96987446.3,0.0345,0.0,5,2321403.0,55643.65,98659643.65,0,0,0,-1,Gastroenterology,0,unique,70561,0
APREPITANT,2018,2019,3367758.0,287758.0,31993701.0,9.5,111.18,7.0,3367758.0,0.0,287758.0,0.0,31993701.0,0.0,0.0,0,3367758.0,0.0,31993701.0,1,0,0,-1,Gastroenterology,0,unique,358255,0
APREPITANT,2019,2020,3502468.0,299268.0,33273449.04,9.5,111.18,7.0,3367758.0,0.04,287758.0,0.04,31993701.0,0.04,0.0,1,3435113.0,95254.35,32633575.02,0,0,0,-1,Gastroenterology,0,unique,358255,0
APREPITANT,2020,2021,3637178.0,310778.0,34553197.08,9.5,111.18,7.0,3502468.0,0.0385,299268.0,0.0385,33273449.04,0.0385,0.0,2,3569823.0,95254.35,33913323.06,0,0,0,-1,Gastroenterology,0,unique,358255,0
APREPITANT,2021,2022,3771888.0,322288.0,35832945.12,9.5,111.18,7.0,3637178.0,0.037,310778.0,0.037,34553197.08,0.037,0.0,3,3704533.0,95254.35,35193071.1,0,0,0,-1,Gastroenterology,0,unique,358255,0
APREPITANT,2022,2023,3906599.0,333799.0,37112693.16,9.5,111.18,7.0,3771888.0,0.0357,322288.0,0.0357,35832945.12,0.0357,0.0,4,3839243.5,95255.06,36472819.14,0,0,0,-1,Gastroenterology,0,unique,358255,0
APREPITANT,2023,2024,4041309.0,345309.0,38392441.2,9.5,111.18,7.0,3906599.0,0.0345,333799.0,0.0345,37112693.16,0.0345,0.0,5,3973954.0,95254.35,37752567.18,0,0,0,-1,Gastroenterology,0,unique,358255,0
HYOSCYAMINE,2018,2019,165317.0,85317.0,3058364.5,18.5,35.85,6.0,165317.0,0.0,85317.0,0.0,3058364.5,0.0,0.0,0,165317.0,0.0,3058364.5,1,0,0,-1,Unclassified / General,0,unique,153970,0
HYOSCYAMINE,2019,2020,171929.0,88729.0,3180699.08,18.5,35.85,6.0,165317.0,0.04,85317.0,0.04,3058364.5,0.04,0.0,1,168623.0,4675.39,3119531.79,0,0,0,-1,Unclassified / General,0,unique,153970,0
HYOSCYAMINE,2020,2021,178542.0,92142.0,3303033.66,18.5,35.85,6.0,171929.0,0.0385,88729.0,0.0385,3180699.08,0.0385,0.0,2,175235.5,4676.1,3241866.37,0,0,0,-1,Unclassified / General,0,unique,153970,0
HYOSCYAMINE,2021,2022,185155.0,95555.0,3425368.24,18.5,35.85,6.0,178542.0,0.037,92142.0,0.037,3303033.66,0.037,0.0,3,181848.5,4676.1,3364200.95,0,0,0,-1,Unclassified / General,0,unique,153970,0
HYOSCYAMINE,2022,2023,191767.0,98967.0,3547702.82,18.5,35.85,6.0,185155.0,0.0357,95555.0,0.0357,3425368.24,0.0357,0.0,4,188461.0,4675.39,3486535.53,0,0,0,-1,Unclassified / General,0,unique,153970,0
HYOSCYAMINE,2023,2024,198380.0,102380.0,3670037.4,18.5,35.85,6.0,191767.0,0.0345,98967.0,0.0345,3547702.82,0.0345,0.0,5,195073.5,4676.1,3608870.11,0,0,0,-1,Unclassified / General,0,unique,153970,0
GLYCOPYRROLATE,2018,2019,2687319.0,607319.0,55090039.5,20.5,90.71,8.0,2687319.0,0.0,607319.0,0.0,55090039.5,0.0,0.0,0,2687319.0,0.0,55090039.5,1,0,0,-1,Anesthesia,0,unique,4955,0
GLYCOPYRROLATE,2019,2020,2794811.0,631611.0,57293641.08,20.5,90.71,8.0,2687319.0,0.04,607319.0,0.04,55090039.5,0.04,0.0,1,2741065.0,76008.32,56191840.29,0,0,0,-1,Anesthesia,0,unique,4955,0
GLYCOPYRROLATE,2020,2021,2902304.0,655904.0,59497242.66,20.5,90.71,8.0,2794811.0,0.0385,631611.0,0.0385,57293641.08,0.0385,0.0,2,2848557.5,76009.03,58395441.87,0,0,0,-1,Anesthesia,0,unique,4955,0
GLYCOPYRROLATE,2021,2022,3009797.0,680197.0,61700844.24,20.5,90.71,8.0,2902304.0,0.037,655904.0,0.037,59497242.66,0.037,0.0,3,2956050.5,76009.03,60599043.45,0,0,0,-1,Anesthesia,0,unique,4955,0
GLYCOPYRROLATE,2022,2023,3117290.0,704490.0,63904445.82,20.5,90.71,8.0,3009797.0,0.0357,680197.0,0.0357,61700844.24,0.0357,0.0,4,3063543.5,76009.03,62802645.03,0,0,0,-1,Anesthesia,0,unique,4955,0
GLYCOPYRROLATE,2023,2024,3224782.0,728782.0,66108047.4,20.5,90.71,8.0,3117290.0,0.0345,704490.0,0.0345,63904445.82,0.0345,0.0,5,3171036.0,76008.32,65006246.61,0,0,0,-1,Anesthesia,0,unique,4955,0
LOPERAMIDE,2018,2019,2889130.0,809130.0,91007595.0,31.5,112.48,3.0,2889130.0,0.0,809130.0,0.0,91007595.0,0.0,0.0,0,2889130.0,0.0,91007595.0,1,0,0,-1,Unclassified / General,0,unique,6468,0
LOPERAMIDE,2019,2020,3004695.0,841495.0,94647898.8,31.5,112.48,3.0,2889130.0,0.04,809130.0,0.04,91007595.0,0.04,0.0,1,2946912.5,81716.8,92827746.9,0,0,0,-1,Unclassified / General,0,unique,6468,0
LOPERAMIDE,2020,2021,3120260.0,873860.0,98288202.6,31.5,112.48,3.0,3004695.0,0.0385,841495.0,0.0385,94647898.8,0.0385,0.0,2,3062477.5,81716.8,96468050.7,0,0,0,-1,Unclassified / General,0,unique,6468,0
LOPERAMIDE,2021,2022,3235825.0,906225.0,101928506.4,31.5,112.48,3.0,3120260.0,0.037,873860.0,0.037,98288202.6,0.037,0.0,3,3178042.5,81716.8,100108354.5,0,0,0,-1,Unclassified / General,0,unique,6468,0
LOPERAMIDE,2022,2023,3351390.0,938590.0,105568810.2,31.5,112.48,3.0,3235825.0,0.0357,906225.0,0.0357,101928506.4,0.0357,0.0,4,3293607.5,81716.8,103748658.3,0,0,0,-1,Unclassified / General,0,unique,6468,0
LOPERAMIDE,2023,2024,3466956.0,970956.0,109209114.0,31.5,112.48,3.0,3351390.0,0.0345,938590.0,0.0345,105568810.2,0.0345,0.0,5,3409173.0,81717.5,107388962.1,0,0,0,-1,Unclassified / General,0,unique,6468,0
DIPHENOXYLATE,2018,2019,1152410.0,72410.0,13252715.0,11.5,183.02,3.0,1152410.0,0.0,72410.0,0.0,13252715.0,0.0,0.0,0,1152410.0,0.0,13252715.0,1,0,0,-1,Unclassified / General,0,unique,3500,0
DIPHENOXYLATE,2019,2020,1198506.0,75306.0,13782823.6,11.5,183.02,3.0,1152410.0,0.04,72410.0,0.04,13252715.0,0.04,0.0,1,1175458.0,32594.79,13517769.3,0,0,0,-1,Unclassified / General,0,unique,3500,0
DIPHENOXYLATE,2020,2021,1244602.0,78202.0,14312932.2,11.5,183.03,3.0,1198506.0,0.0385,75306.0,0.0385,13782823.6,0.0385,0.0,2,1221554.0,32594.79,14047877.9,0,0,0,-1,Unclassified / General,0,unique,3500,0
DIPHENOXYLATE,2021,2022,1290699.0,81099.0,14843040.8,11.5,183.02,3.0,1244602.0,0.037,78202.0,0.037,14312932.2,0.037,0.0,3,1267650.5,32595.5,14577986.5,0,0,0,-1,Unclassified / General,0,unique,3500,0
DIPHENOXYLATE,2022,2023,1336795.0,83995.0,15373149.4,11.5,183.02,3.0,1290699.0,0.0357,81099.0,0.0357,14843040.8,0.0357,0.0,4,1313747.0,32594.79,15108095.1,0,0,0,-1,Unclassified / General,0,unique,3500,0
DIPHENOXYLATE,2023,2024,1382892.0,86892.0,15903258.0,11.5,183.02,3.0,1336795.0,0.0345,83995.0,0.0345,15373149.4,0.0345,0.0,5,1359843.5,32595.5,15638203.7,0,0,0,-1,Unclassified / General,0,unique,3500,0
LINACLOTIDE,2018,2019,1455037.0,375037.0,56018924.5,38.5,149.37,6.0,1455037.0,0.0,375037.0,0.0,56018924.5,0.0,0.0,0,1455037.0,0.0,56018924.5,1,0,0,-1,Unclassified / General,0,unique,1307404,0
LINACLOTIDE,2019,2020,1513238.0,390038.0,58259681.48,38.5,149.37,6.0,1455037.0,0.04,375037.0,0.04,56018924.5,0.04,0.0,1,1484137.5,41154.32,57139302.99,0,0,0,-1,Unclassified / General,0,unique,1307404,0
LINACLOTIDE,2020,2021,1571439.0,405039.0,60500438.46,38.5,149.37,6.0,1513238.0,0.0385,390038.0,0.0385,58259681.48,0.0385,0.0,2,1542338.5,41154.32,59380059.97,0,0,0,-1,Unclassified / General,0,unique,1307404,0
LINACLOTIDE,2021,2022,1629641.0,420041.0,62741195.44,38.5,149.37,6.0,1571439.0,0.037,405039.0,0.037,60500438.46,0.037,0.0,3,1600540.0,41155.03,61620816.95,0,0,0,-1,Unclassified / General,0,unique,1307404,0
LINACLOTIDE,2022,2023,1687842.0,435042.0,64981952.42,38.5,149.37,6.0,1629641.0,0.0357,420041.0,0.0357,62741195.44,0.0357,0.0,4,1658741.5,41154.32,63861573.93,0,0,0,-1,Unclassified / General,0,unique,1307404,0
LINACLOTIDE,2023,2024,1746044.0,450044.0,67222709.4,38.5,149.37,6.0,1687842.0,0.0345,435042.0,0.0345,64981952.42,0.0345,0.0,5,1716943.0,41155.03,66102330.91,0,0,0,-1,Unclassified / General,0,unique,1307404,0
LUBIPROSTONE,2018,2019,3409092.0,329092.0,148295502.0,43.5,450.62,5.0,3409092.0,0.0,329092.0,0.0,148295502.0,0.0,0.0,0,3409092.0,0.0,148295502.0,1,0,0,-1,Unclassified / General,0,unique,623033,0
LUBIPROSTONE,2019,2020,3545455.0,342255.0,154227322.08,43.5,450.62,5.0,3409092.0,0.04,329092.0,0.04,148295502.0,0.04,0.0,1,3477273.5,96423.2,151261412.04,0,0,0,-1,Unclassified / General,0,unique,623033,0
LUBIPROSTONE,2020,2021,3681819.0,355419.0,160159142.16,43.5,450.62,5.0,3545455.0,0.0385,342255.0,0.0385,154227322.08,0.0385,0.0,2,3613637.0,96423.91,157193232.12,0,0,0,-1,Unclassified / General,0,unique,623033,0
LUBIPROSTONE,2021,2022,3818183.0,368583.0,166090962.24,43.5,450.62,5.0,3681819.0,0.037,355419.0,0.037,160159142.16,0.037,0.0,3,3750001.0,96423.91,163125052.2,0,0,0,-1,Unclassified / General,0,unique,623033,0
LUBIPROSTONE,2022,2023,3954546.0,381746.0,172022782.32,43.5,450.62,5.0,3818183.0,0.0357,368583.0,0.0357,166090962.24,0.0357,0.0,4,3886364.5,96423.2,169056872.28,0,0,0,-1,Unclassified / General,0,unique,623033,0
LUBIPROSTONE,2023,2024,4090910.0,394910.0,177954602.4,43.5,450.62,5.0,3954546.0,0.0345,381746.0,0.0345,172022782.32,0.0345,0.0,5,4022728.0,96423.91,174988692.36,0,0,0,-1,Unclassified / General,0,unique,623033,0
AZATHIOPRINE,2018,2019,2030635.0,950635.0,74118177.5,36.5,77.97,4.0,2030635.0,0.0,950635.0,0.0,74118177.5,0.0,0.0,0,2030635.0,0.0,74118177.5,1,0,0,-1,Unclassified / General,0,unique,1256,0
AZATHIOPRINE,2019,2020,2111860.0,988660.0,77082904.6,36.5,77.97,4.0,2030635.0,0.04,950635.0,0.04,74118177.5,0.04,0.0,1,2071247.5,57434.75,75600541.05,0,0,0,-1,Unclassified / General,0,unique,1256,0
AZATHIOPRINE,2020,2021,2193085.0,1026685.0,80047631.7,36.5,77.97,4.0,2111860.0,0.0385,988660.0,0.0385,77082904.6,0.0385,0.0,2,2152472.5,57434.75,78565268.15,0,0,0,-1,Unclassified / General,0,unique,1256,0
AZATHIOPRINE,2021,2022,2274311.0,1064711.0,83012358.8,36.5,77.97,4.0,2193085.0,0.037,1026685.0,0.037,80047631.7,0.037,0.0,3,2233698.0,57435.46,81529995.25,0,0,0,-1,Unclassified / General,0,unique,1256,0
AZATHIOPRINE,2022,2023,2355536.0,1102736.0,85977085.9,36.5,77.97,4.0,2274311.0,0.0357,1064711.0,0.0357,83012358.8,0.0357,0.0,4,2314923.5,57434.75,84494722.35,0,0,0,-1,Unclassified / General,0,unique,1256,0
AZATHIOPRINE,2023,2024,2436762.0,1140762.0,88941813.0,36.5,77.97,4.0,2355536.0,0.0345,1102736.0,0.0345,85977085.9,0.0345,0.0,5,2396149.0,57435.46,87459449.45,0,0,0,-1,Unclassified / General,0,unique,1256,0
MERCAPTOPURINE,2018,2019,2044042.0,964042.0,88915827.0,43.5,92.23,3.0,2044042.0,0.0,964042.0,0.0,88915827.0,0.0,0.0,0,2044042.0,0.0,88915827.0,1,0,0,-1,Unclassified / General,0,unique,103,0
MERCAPTOPURINE,2019,2020,2125803.0,1002603.0,92472460.08,43.5,92.23,3.0,2044042.0,0.04,964042.0,0.04,88915827.0,0.04,0.0,1,2084922.5,57813.76,90694143.54,0,0,0,-1,Unclassified / General,0,unique,103,0
MERCAPTOPURINE,2020,2021,2207565.0,1041165.0,96029093.16,43.5,92.23,3.0,2125803.0,0.0385,1002603.0,0.0385,92472460.08,0.0385,0.0,2,2166684.0,57814.46,94250776.62,0,0,0,-1,Unclassified / General,0,unique,103,0
MERCAPTOPURINE,2021,2022,2289327.0,1079727.0,99585726.24,43.5,92.23,3.0,2207565.0,0.037,1041165.0,0.037,96029093.16,0.037,0.0,3,2248446.0,57814.46,97807409.7,0,0,0,-1,Unclassified / General,0,unique,103,0
MERCAPTOPURINE,2022,2023,2371088.0,1118288.0,103142359.32,43.5,92.23,3.0,2289327.0,0.0357,1079727.0,0.0357,99585726.24,0.0357,0.0,4,2330207.5,57813.76,101364042.78,0,0,0,-1,Unclassified / General,0,unique,103,0
MERCAPTOPURINE,2023,2024,2452850.0,1156850.0,106698992.4,43.5,92.23,3.0,2371088.0,0.0345,1118288.0,0.0345,103142359.32,0.0345,0.0,5,2411969.0,57814.46,104920675.86,0,0,0,-1,Unclassified / General,0,unique,103,0
INFLIXIMAB,2018,2019,3207493.0,127493.0,142733438.5,44.5,1119.54,6.0,3207493.0,0.0,127493.0,0.0,142733438.5,0.0,0.0,0,3207493.0,0.0,142733438.5,1,0,0,-1,Unclassified / General,0,unique,191831,0
INFLIXIMAB,2019,2020,3335792.0,132592.0,148442776.04,44.5,1119.55,6.0,3207493.0,0.04,127493.0,0.04,142733438.5,0.04,0.0,1,3271642.5,90721.09,145588107.27,0,0,0,-1,Unclassified / General,0,unique,191831,0
INFLIXIMAB,2020,2021,3464092.0,137692.0,154152113.58,44.5,1119.54,6.0,3335792.0,0.0385,132592.0,0.0385,148442776.04,0.0385,0.0,2,3399942.0,90721.8,151297444.81,0,0,0,-1,Unclassified / General,0,unique,191831,0
INFLIXIMAB,2021,2022,3592392.0,142792.0,159861451.12,44.5,1119.54,6.0,3464092.0,0.037,137692.0,0.037,154152113.58,0.037,0.0,3,3528242.0,90721.8,157006782.35,0,0,0,-1,Unclassified / General,0,unique,191831,0
INFLIXIMAB,2022,2023,3720691.0,147891.0,165570788.66,44.5,1119.55,6.0,3592392.0,0.0357,142792.0,0.0357,159861451.12,0.0357,0.0,4,3656541.5,90721.09,162716119.89,0,0,0,-1,Unclassified / General,0,unique,191831,0
INFLIXIMAB,2023,2024,3848991.0,152991.0,171280126.2,44.5,1119.54,6.0,3720691.0,0.0345,147891.0,0.0345,165570788.66,0.0345,0.0,5,3784841.0,90721.8,168425457.43,0,0,0,-1,Unclassified / General,0,unique,191831,0
ADALIMUMAB,2018,2019,1579633.0,499633.0,54497338.5,34.5,109.07,2.0,1579633.0,0.0,499633.0,0.0,54497338.5,0.0,0.0,0,1579633.0,0.0,54497338.5,1,0,0,-1,Unclassified / General,0,unique,327361,0
ADALIMUMAB,2019,2020,1642818.0,519618.0,56677232.04,34.5,109.07,2.0,1579633.0,0.04,499633.0,0.04,54497338.5,0.04,0.0,1,1611225.5,44678.54,55587285.27,0,0,0,-1,Unclassified / General,0,unique,327361,0
ADALIMUMAB,2020,2021,1706003.0,539603.0,58857125.58,34.5,109.07,2.0,1642818.0,0.0385,519618.0,0.0385,56677232.04,0.0385,0.0,2,1674410.5,44678.54,57767178.81,0,0,0,-1,Unclassified / General,0,unique,327361,0
ADALIMUMAB,2021,2022,1769188.0,559588.0,61037019.12,34.5,109.07,2.0,1706003.0,0.037,539603.0,0.037,58857125.58,0.037,0.0,3,1737595.5,44678.54,59947072.35,0,0,0,-1,Unclassified / General,0,unique,327361,0
ADALIMUMAB,2022,2023,1832374.0,579574.0,63216912.66,34.5,109.07,2.0,1769188.0,0.0357,559588.0,0.0357,61037019.12,0.0357,0.0,4,1800781.0,44679.25,62126965.89,0,0,0,-1,Unclassified / General,0,unique,327361,0
ADALIMUMAB,2023,2024,1895559.0,599559.0,65396806.2,34.5,109.07,2.0,1832374.0,0.0345,579574.0,0.0345,63216912.66,0.0345,0.0,5,1863966.5,44678.54,64306859.43,0,0,0,-1,Unclassified / General,0,unique,327361,0
VEDOLIZUMAB,2018,2019,376520.0,296520.0,8095180.0,21.5,27.3,1.0,376520.0,0.0,296520.0,0.0,8095180.0,0.0,0.0,0,376520.0,0.0,8095180.0,1,0,0,-1,Unclassified / General,1,unique,1538097,0
VEDOLIZUMAB,2019,2020,391580.0,308380.0,8418987.2,21.5,27.3,1.0,376520.0,0.04,296520.0,0.04,8095180.0,0.04,0.0,1,384050.0,10649.03,8257083.6,0,0,0,-1,Unclassified / General,1,unique,1538097,0
VEDOLIZUMAB,2020,2021,406641.0,320241.0,8742794.4,21.5,27.3,1.0,391580.0,0.0385,308380.0,0.0385,8418987.2,0.0385,0.0,2,399110.5,10649.74,8580890.8,0,0,0,-1,Unclassified / General,1,unique,1538097,0
VEDOLIZUMAB,2021,2022,421702.0,332102.0,9066601.6,21.5,27.3,1.0,406641.0,0.037,320241.0,0.037,8742794.4,0.037,0.0,3,414171.5,10649.74,8904698.0,0,0,0,-1,Unclassified / General,1,unique,1538097,0
VEDOLIZUMAB,2022,2023,436763.0,343963.0,9390408.8,21.5,27.3,1.0,421702.0,0.0357,332102.0,0.0357,9066601.6,0.0357,0.0,4,429232.5,10649.74,9228505.2,0,0,0,-1,Unclassified / General,1,unique,1538097,0
VEDOLIZUMAB,2023,2024,451824.0,355824.0,9714216.0,21.5,27.3,1.0,436763.0,0.0345,343963.0,0.0345,9390408.8,0.0345,0.0,5,444293.5,10649.74,9552312.4,0,0,0,-1,Unclassified / General,1,unique,1538097,0
USTEKINUMAB,2018,2019,148819.0,68819.0,3050789.5,20.5,44.33,4.0,148819.0,0.0,68819.0,0.0,3050789.5,0.0,0.0,0,148819.0,0.0,3050789.5,1,0,0,-1,Unclassified / General,0,unique,847083,0
USTEKINUMAB,2019,2020,154771.0,71571.0,3172821.08,20.5,44.33,4.0,148819.0,0.04,68819.0,0.04,3050789.5,0.04,0.0,1,151795.0,4208.7,3111805.29,0,0,0,-1,Unclassified / General,0,unique,847083,0
USTEKINUMAB,2020,2021,160724.0,74324.0,3294852.66,20.5,44.33,4.0,154771.0,0.0385,71571.0,0.0385,3172821.08,0.0385,0.0,2,157747.5,4209.41,3233836.87,0,0,0,-1,Unclassified / General,0,unique,847083,0
USTEKINUMAB,2021,2022,166677.0,77077.0,3416884.24,20.5,44.33,4.0,160724.0,0.037,74324.0,0.037,3294852.66,0.037,0.0,3,163700.5,4209.41,3355868.45,0,0,0,-1,Unclassified / General,0,unique,847083,0
USTEKINUMAB,2022,2023,172630.0,79830.0,3538915.82,20.5,44.33,4.0,166677.0,0.0357,77077.0,0.0357,3416884.24,0.0357,0.0,4,169653.5,4209.41,3477900.03,0,0,0,-1,Unclassified / General,0,unique,847083,0
USTEKINUMAB,2023,2024,178582.0,82582.0,3660947.4,20.5,44.33,4.0,172630.0,0.0345,79830.0,0.0345,3538915.82,0.0345,0.0,5,175606.0,4208.7,3599931.61,0,0,0,-1,Unclassified / General,0,unique,847083,0
CHOLESTYRAMINE,2018,2019,4995578.0,915578.0,147369551.0,29.5,160.96,3.0,4995578.0,0.0,915578.0,0.0,147369551.0,0.0,0.0,0,4995578.0,0.0,147369551.0,1,0,0,-1,Unclassified / General,0,unique,2447,0
CHOLESTYRAMINE,2019,2020,5195401.0,952201.0,153264333.04,29.5,160.96,3.0,4995578.0,0.04,915578.0,0.04,147369551.0,0.04,0.0,1,5095489.5,141296.2,150316942.02,0,0,0,-1,Unclassified / General,0,unique,2447,0
CHOLESTYRAMINE,2020,2021,5395224.0,988824.0,159159115.08,29.5,160.96,3.0,5195401.0,0.0385,952201.0,0.0385,153264333.04,0.0385,0.0,2,5295312.5,141296.2,156211724.06,0,0,0,-1,Unclassified / General,0,unique,2447,0
CHOLESTYRAMINE,2021,2022,5595047.0,1025447.0,165053897.12,29.5,160.96,3.0,5395224.0,0.037,988824.0,0.037,159159115.08,0.037,0.0,3,5495135.5,141296.2,162106506.1,0,0,0,-1,Unclassified / General,0,unique,2447,0
CHOLESTYRAMINE,2022,2023,5794870.0,1062070.0,170948679.16,29.5,160.96,3.0,5595047.0,0.0357,1025447.0,0.0357,165053897.12,0.0357,0.0,4,5694958.5,141296.2,168001288.14,0,0,0,-1,Unclassified / General,0,unique,2447,0
CHOLESTYRAMINE,2023,2024,5994693.0,1098693.0,176843461.2,29.5,160.96,3.0,5794870.0,0.0345,1062070.0,0.0345,170948679.16,0.0345,0.0,5,5894781.5,141296.2,173896070.18,0,0,0,-1,Unclassified / General,0,unique,2447,0
COLESTIPOL,2018,2019,1846663.0,766663.0,26776613.5,14.5,34.93,8.0,1846663.0,0.0,766663.0,0.0,26776613.5,0.0,0.0,0,1846663.0,0.0,26776613.5,1,0,0,-1,Unclassified / General,0,unique,2685,0
COLESTIPOL,2019,2020,1920529.0,797329.0,27847678.04,14.5,34.93,8.0,1846663.0,0.04,766663.0,0.04,26776613.5,0.04,0.0,1,1883596.0,52231.15,27312145.77,0,0,0,-1,Unclassified / General,0,unique,2685,0
COLESTIPOL,2020,2021,1994396.0,827996.0,28918742.58,14.5,34.93,8.0,1920529.0,0.0385,797329.0,0.0385,27847678.04,0.0385,0.0,2,1957462.5,52231.86,28383210.31,0,0,0,-1,Unclassified / General,0,unique,2685,0
